CAS;Max_WF;category;function
12225-21-7;0.0007;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.0007;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.034;BATH PAINTS/CRAYONS;Hair Dyeing Agents
12225-21-7;0.001;BATH PAINTS/CRAYONS;Hair Dyeing Agents
12225-21-7;0.0538;BATH PAINTS/CRAYONS;Hair Dyeing Agents
12225-21-7;0.0457;BATH PAINTS/CRAYONS;Hair Dyeing Agents
12225-21-7;0.0274;BATH PAINTS/CRAYONS;Hair Dyeing Agents
12225-21-7;0.0099;BATH PAINTS/CRAYONS;Hair Dyeing Agents
12225-21-7;0.0001;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.0001;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.002;EYE CREAM;Hair Dyeing Agents
12225-21-7;0.00878;FACE POWDER;Hair Dyeing Agents
12225-21-7;0.00878;FACE POWDER;Hair Dyeing Agents
12225-21-7;0.05;LIP COLOR;Hair Dyeing Agents
12225-21-7;0.01;LIP BALM;Hair Dyeing Agents
12225-21-7;0.01;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.001;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.001;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.001;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.001;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.01;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.001;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.001;LIP GLOSS;Hair Dyeing Agents
12225-21-7;0.01;LIP COLOR;Hair Dyeing Agents
12225-21-7;0.01;LIP COLOR;Hair Dyeing Agents
12225-21-7;0.01;LIP COLOR;Hair Dyeing Agents
12225-21-7;0.01;LIP COLOR;Hair Dyeing Agents
12225-21-7;0.01;LIP COLOR;Hair Dyeing Agents
12225-21-7;0.01;LIP COLOR;Hair Dyeing Agents
12225-21-7;0.01;GLITTER;Hair Dyeing Agents
123-03-5;0.001;MOUTHWASH;Antistatic Agents
123-03-5;0.01;MOUTHWASH;Antistatic Agents
123-30-8;0.05;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
123-30-8;0.015;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR, PERMANENT;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR, PERMANENT;Hair Dyeing Agents
123-30-8;0.05;HAIR COLOR, PERMANENT;Hair Dyeing Agents
123-30-8;0.015;HAIR COLOR, PERMANENT;Hair Dyeing Agents
123-30-8;0.005;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.005;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.005;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.005;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.005;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.005;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.005;HAIR COLOR;Hair Dyeing Agents
123-30-8;0.005;HAIR COLOR;Hair Dyeing Agents
123-30-8;1.00E-08;HAIR COLOR;Hair Dyeing Agents
123-31-9;0.002;NAIL POLISH;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.002;NAIL POLISH;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.001;NAIL POLISH;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.002;NAIL POLISH;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.01;NAIL POLISH;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.003;NAIL PRODUCTS, OTHER;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.002;NAIL ADHESIVE;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.005;NAIL ADHESIVE;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.09;FACE CREAM/MOISTURIZER;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.05;FACE CREAM/MOISTURIZER;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.05;HAND/BODY LOTION;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.05;HAND/BODY LOTION;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.05;HAND/BODY LOTION;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-31-9;0.05;HAND/BODY LOTION;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
123-42-2;0.01;NAIL POLISH;Solvents
123-42-2;0.0085;NAIL POLISH;Solvents
123-42-2;0.01;NAIL POLISH;Solvents
123-42-2;0.01;NAIL POLISH;Solvents
123-86-4;0.3;NAIL PRODUCTS, OTHER;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.5;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.6;NAIL POLISH;Solvents
123-86-4;0.6;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;FACE CREAM/MOISTURIZER;Solvents
123-86-4;0.3;FACE CREAM/MOISTURIZER;Solvents
123-86-4;0.3;NAIL ADHESIVE;Solvents
123-86-4;0.1;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;1;NAIL POLISH;Solvents
123-86-4;0.6;NAIL POLISH;Solvents
123-86-4;1;NAIL POLISH;Solvents
123-86-4;1;NAIL POLISH;Solvents
123-86-4;1;NAIL POLISH;Solvents
123-86-4;1;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.35;NAIL POLISH;Solvents
123-86-4;0.5;NAIL POLISH;Solvents
123-86-4;0.5;NAIL POLISH;Solvents
123-86-4;0.4;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.29;NAIL PRODUCTS, OTHER;Solvents
123-86-4;0.4;NAIL POLISH;Solvents
123-86-4;0.4;NAIL PRODUCTS, OTHER;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.35;NAIL POLISH;Solvents
123-86-4;0.3398;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.5;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.5;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.6;NAIL PRODUCTS, OTHER;Solvents
123-86-4;0.6;NAIL PRODUCTS, OTHER;Solvents
123-86-4;0.29;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;0.55;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.25;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.5;NAIL POLISH;Solvents
123-86-4;0.5;NAIL POLISH;Solvents
123-86-4;0.5;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.6;HAIR STYLING;Solvents
123-86-4;0.4;NAIL POLISH;Solvents
123-86-4;0.5;NAIL PRODUCTS, OTHER;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.6;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.3;NAIL POLISH;Solvents
123-86-4;0.5;NAIL POLISH;Solvents
123-86-4;0.5;NAIL POLISH;Solvents
123-86-4;0.3;NAIL PRODUCTS, OTHER;Solvents
123-86-4;0.3;NAIL PRODUCTS, OTHER;Solvents
123-92-2;0.01;TOOTHPASTE;Solvents
123-92-2;0.01;TOOTHPASTE;Solvents
123-92-2;0.01;TOOTHPASTE;Solvents
124-28-7;0.008;HAIR SPRAY;Antistatic Skin/Hair Conditioners
124-28-7;0.008;HAIR SPRAY;Antistatic Skin/Hair Conditioners
124-38-9;0.05;HAIR STYLING;Propellants
124-68-5;0.0009;HAIR STYLING, GEL;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR STYLING, GEL;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.015;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.015;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.05;HAIR COLOR, PROFESSIONAL;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAND/BODY LOTION;Buffering Agents
124-68-5;0.05;HAIR SPRAY;Buffering Agents
124-68-5;0.05;HAIR CONDITIONING TREATMENT;Buffering Agents
124-68-5;0.015;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR STYLING;Buffering Agents
124-68-5;0.05;HAIR STYLING;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.005;HAIR SPRAY;Buffering Agents
124-68-5;0.005;HAIR SPRAY;Buffering Agents
124-68-5;0.02;HAIR SPRAY;Buffering Agents
124-68-5;0.003;HAIR SPRAY;Buffering Agents
124-68-5;0.003;HAIR SPRAY;Buffering Agents
124-68-5;0.015;HAIR SPRAY;Buffering Agents
124-68-5;0.05;HAIR STYLING;Buffering Agents
124-68-5;0.05;HAIR SPRAY;Buffering Agents
124-68-5;0.015;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR STYLING;Buffering Agents
124-68-5;0.05;HAIR SPRAY;Buffering Agents
124-68-5;0.05;HAIR STYLING;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.01;HAIR SPRAY;Buffering Agents
124-68-5;0.05;HAIR STYLING, GEL;Buffering Agents
124-68-5;0.05;HAIR STYLING, GEL;Buffering Agents
126-13-6;0.1;NAIL POLISH;Film-Forming Agents
126-13-6;0.1;NAIL POLISH;Film-Forming Agents
126-13-6;0.05;NAIL PRODUCTS, OTHER;Film-Forming Agents
127-51-5;0.01;LIP COLOR;Skin Conditioners
127-51-5;0.01;LIP COLOR;Skin Conditioners
127-51-5;0.01;LIP COLOR;Skin Conditioners
127-51-5;0.01;LIP COLOR;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;HAND/BODY LOTION;Skin Conditioners
127-51-5;0.015;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;HAND/BODY LOTION;Skin Conditioners
127-51-5;0.01;HAND/BODY LOTION;Skin Conditioners
127-51-5;0.015;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-51-5;0.01;FRAGRANCE;Skin Conditioners
127-82-2;0.01;FRAGRANCE, SPRAY;Deodorants/Antimicrobials
127-82-2;0.01;FRAGRANCE, SPRAY;Deodorants/Antimicrobials
127-91-3;0.025;FRAGRANCE;Perfumes
127-91-3;0.01;FRAGRANCE;Perfumes
127-91-3;0.01;FRAGRANCE;Perfumes
127-91-3;0.01;FRAGRANCE;Perfumes
127-91-3;0.01;FRAGRANCE;Perfumes
127-91-3;0.01;FRAGRANCE;Perfumes
127-91-3;0.01;FRAGRANCE;Perfumes
127036-24-2;0.05;HAIR BLEACH;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.05;HAIR COLOR, PROFESSIONAL;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.05;HAIR COLOR, PROFESSIONAL;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.05;HAIR COLOR, PROFESSIONAL;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.05;HAIR COLOR, PROFESSIONAL;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.05;HAIR COLOR, PROFESSIONAL;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.2;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.2;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.2;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.2;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.05;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.05;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.05;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.05;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.2;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.25;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.2;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
127036-24-2;0.3;HAIR COLOR, PERMANENT;Viscosity-Controlling /Emulsion Stabilizers/Binding Agents
128-37-0;0.002;BODY CARE SET;Antioxidants
128-37-0;0.002;BODY CARE SET;Antioxidants
128-37-0;0.01;LIP LINER;Antioxidants
128-37-0;0.01;EYE LINER;Antioxidants
128-37-0;3.00E-06;HAIR STYLING;Antioxidants
128-37-0;3.00E-06;HAIR STYLING;Antioxidants
128-37-0;1.00E-07;HAIR RELAXER;Antioxidants
128-37-0;0.001;AFTERSHAVE;Antioxidants
128-37-0;0.001;AFTERSHAVE;Antioxidants
128-37-0;0.001;AFTERSHAVE;Antioxidants
128-37-0;0.001;AFTERSHAVE;Antioxidants
128-37-0;0.01;SUNSCREEN, CHILDREN;Antioxidants
128-37-0;0.01;SUNSCREEN, CHILDREN;Antioxidants
128-37-0;0.01;SUNSCREEN, CHILDREN;Antioxidants
128-37-0;0.01;BATH PAINTS/CRAYONS;Antioxidants
128-37-0;0.01;BATH PAINTS/CRAYONS;Antioxidants
128-37-0;0.001;BAR SOAP;Antioxidants
128-37-0;0.0005;LIP GLOSS;Antioxidants
128-37-0;0.0005;LIP GLOSS;Antioxidants
128-37-0;0.005;BLUSH/BRONZER;Antioxidants
128-37-0;0.005;BLUSH/BRONZER;Antioxidants
128-37-0;0.01;FOUNDATION/CONCEALER;Antioxidants
128-37-0;0.005;FACE POWDER;Antioxidants
128-37-0;0.005;FACE POWDER;Antioxidants
128-37-0;0.005;FOUNDATION/CONCEALER;Antioxidants
128-37-0;0.001;AFTERSHAVE;Antioxidants
128-37-0;0.001;HAND/BODY LOTION;Antioxidants
128-37-0;0.0005;HAND/BODY LOTION;Antioxidants
128-37-0;0.0005;LIP GLOSS;Antioxidants
128-37-0;0.0005;LIP GLOSS;Antioxidants
128-37-0;0.002;BATH PAINTS/CRAYONS;Antioxidants
128-37-0;0.0005;BODY WASH;Antioxidants
128-37-0;0.005;SHAVING CREAM;Antioxidants
128-37-0;0.005;SHAVING CREAM;Antioxidants
128-37-0;0.005;SHAVING CREAM;Antioxidants
128-37-0;0.005;SHAVING CREAM;Antioxidants
128-37-0;0.001;HAND/BODY LOTION;Antioxidants
128-37-0;0.001;HAND/BODY LOTION;Antioxidants
128-37-0;0.001;BODY SCRUB;Antioxidants
128-37-0;0.001;FRAGRANCE, SPRAY;Antioxidants
128-37-0;0.001;BODY SCRUB;Antioxidants
128-37-0;0.001;FRAGRANCE, SPRAY;Antioxidants
128-37-0;0.001;HAND/BODY LOTION;Antioxidants
128-37-0;0.001;HAND/BODY LOTION;Antioxidants
128-37-0;0.001;FRAGRANCE, SPRAY;Antioxidants
128-37-0;0.001;FRAGRANCE, SPRAY;Antioxidants
128-37-0;0.001;FRAGRANCE, SPRAY;Antioxidants
128-37-0;0.008;DEPILATORY;Antioxidants
128-37-0;0.0005;HAND/BODY LOTION;Antioxidants
128-37-0;0.0001;HAIR STYLING;Antioxidants
128-37-0;1.00E-07;HAIR CONDITIONER;Antioxidants
128-37-0;0.0001;HAIR RELAXER;Antioxidants
128-37-0;1.00E-07;SHAMPOO;Antioxidants
128-37-0;1.00E-07;SHAMPOO;Antioxidants
128-37-0;0.001;LIP BALM;Antioxidants
128-37-0;0.001;LIP BALM;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP COLOR;Antioxidants
128-37-0;0.001;LIP COLOR;Antioxidants
128-37-0;0.001;LIP COLOR;Antioxidants
128-37-0;0.001;LIP COLOR;Antioxidants
128-37-0;0.001;LIP COLOR;Antioxidants
128-37-0;0.001;LIP COLOR;Antioxidants
128-37-0;0.0002;BODY CARE SET;Antioxidants
128-37-0;0.005;FACE POWDER;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.001;LIP GLOSS;Antioxidants
128-37-0;0.01;FOOT CARE;Antioxidants
128-37-0;0.0002;BATH PAINTS/CRAYONS;Antioxidants
128-37-0;0.0002;BATH PAINTS/CRAYONS;Antioxidants
128-37-0;0.005;EYE CREAM;Antioxidants
